"id","country_slug","country","ul_safety_index","institutions_resources","safety_frameworks","safety_outcomes","transport_injuries","transport_injuries_rating","falls","falls_rating","drowning","drowning_rating","fires_heat_hot_substances","fires_heat_hot_substances_rating","poisonings","poisonings_rating","exposure_to_mechanical_forces","exposure_to_mechanical_forces_rating","foreign_body","foreign_body_rating","other_unintentional_injuries","other_unintentional_injuries_rating","exposure_to_forces_of_nature_disaster","exposure_to_forces_of_nature_disaster_rating","unintentional_injuries","gdp_per_capita","gdp_per_capita_rating","government_effectiveness","government_effectiveness_rating","education","education_rating","network_readiness","network_readiness_rating","ul_standards_index","ul_standards_index_rating","consumer_protection_survey","consumer_protection_survey_rating","ul_labor_rights_index","ul_labor_rights_index_rating","road_safety","road_safety_rating","iso_membership","iec_membership","ul_safety_index_rank","institutions_resources_rank","safety_frameworks_rank","safety_outcomes_rank","transport_injuries_rating_rank","falls_rating_rank","drowning_rating_rank","fires_heat_hot_substances_rating_rank","poisonings_rating_rank","exposure_to_mechanical_forces_rating_rank","foreign_body_rating_rank","other_unintentional_injuries_rating_rank","exposure_to_forces_of_nature_disaster_rating_rank","gdp_per_capita_rating_rank","government_effectiveness_rating_rank","education_rating_rank","network_readiness_rating_rank","ul_standards_index_rating_rank","consumer_protection_survey_rating_rank","ul_labor_rights_index_rating_rank","road_safety_rating_rank"
43,"Cuba","Cuba",64.4976968476198,58.8793979328763,48.75,93.4748204137088,466.265995055,0.92805608692951,393.051048741,0.740935664992363,114.996125922,0.93666962529826,35.343726631,0.977845511940131,10.499893688,0.993731900775534,76.366128633,0.930119321562338,56.011986453,0.937590237289244,107.9472946,0.967976497735357,26.2541841949999,0.999808990711052,1286.736383918,5688.666732,0.530781030956812,-0.39,0.411111111111111,0.79,0.824489795918367,NULL,NULL,7,0.875,NULL,NULL,10,0.1,NULL,NULL,"Member body","Associate member",83,59,132,16,23,137,57,16,4,15,42,61,144,83,103,31,NULL,60,NULL,176,NULL
44,"Cyprus","Cyprus",80.4860341161536,76.26626886554,75.625,90.399014803602,897.693354636,0.776800725888844,372.771243564999,0.757102220656918,93.3536968659999,0.95087023720383,52.539375611,0.952464975559859,16.160290397,0.98315762019237,158.01792033,0.794473117208339,42.8391183959999,0.960327457020401,128.328509162999,0.960873587961657,21.800822287,0.999841390631962,1783.504331251,30438.90019,0.802266916237763,1.53,0.837777777777778,0.765,0.79047619047619,4.48,0.62012987012987,7,0.875,NULL,NULL,63.75,0.6375,NULL,NULL,"Member body","Associate member",33,26,59,54,108,119,46,40,18,90,25,84,140,29,18,39,31,60,NULL,86,NULL
45,"Czech-Republic","Czech Republic",85.7381593208236,73.3523922751761,95.125,90.3261531481387,683.868071064,0.851766348138013,432.740012184,0.709296611697657,89.3922813699999,0.953469507549587,44.865295058,0.963791810673037,19.253390201,0.977379349360713,103.428738657,0.885160842962254,126.148853451,0.816529482008925,96.51305154,0.971961363138481,0.2106000238,0.999998467803818,1596.4202935488,19763.9638,0.732364089275442,0.91,0.7,0.863,0.923809523809524,4.35,0.577922077922078,8,1,NULL,NULL,90.25,0.9025,NULL,NULL,"Member body","Full member",23,31,18,57,60,149,45,32,33,46,96,48,52,37,35,12,35,1,NULL,27,NULL
46,"North-Korea","North Korea",27.9491528601645,8.00000000000001,33,82.6993354996284,1678.263582289,0.503138360766906,301.606091671,0.813833307542917,352.942501195,0.780541857899975,68.945152452,0.928250279362936,107.009895146,0.813439973024999,216.732919216,0.696931268193069,47.504622489,0.952274496096467,146.48825163,0.954544867371525,1.95388875,0.999985784707761,2921.446904838,NULL,NULL,-1.88,0.0800000000000001,NULL,NULL,NULL,NULL,5,0.625,NULL,NULL,3.5,0.035,NULL,NULL,"Member body",NULL,184,186,161,108,172,90,121,59,130,116,33,112,92,NULL,184,NULL,NULL,103,NULL,183,NULL
47,"Democratic-Republic-of-the-Congo","Democratic Republic of the Congo",34.3396320696876,13.5482763298291,43.25,69.1061590173082,1160.433515906,0.6846858957321,198.165839538,0.89629330060255,710.691092535999,0.545806242398925,392.435258253999,0.450783426642518,237.69531399,0.569304383590526,336.425518617,0.498088763202381,238.814298063999,0.622061659269827,152.266386431,0.952531171375886,0.0730211525,0.999999468743027,3427.0002444885,311.247896,0.0604618953370509,-1.73,0.113333333333333,0.355,0.23265306122449,NULL,NULL,6,0.75,NULL,NULL,11.5,0.115,NULL,NULL,"Member body","Affiliate country",175,183,148,168,141,47,171,181,174,162,141,121,40,181,182,167,NULL,76,NULL,174,NULL
48,"Denmark","Denmark",95.7329795271407,94.2390212692682,100,93.1009173791836,427.325349301,0.941708400121697,415.645446628,0.722923973658191,31.934803701,0.991170051205718,70.629513357,0.925764186324134,24.623458739,0.967347435629059,99.54002453,0.891621072434043,36.181736505,0.971818527471794,111.527123953999,0.966728917281891,0,1,1217.407456715,57647.66876,0.905637948276398,2.09,0.962222222222222,0.873,0.937414965986395,5.54,0.964285714285714,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",1,1,1,19,17,145,10,62,50,43,16,63,1,5,3,9,3,1,NULL,1,NULL
49,"Djibouti","Djibouti",34.8235579298668,24.2589912543091,23.875,72.9127208372895,1000.907644629,0.740614530575202,381.045555696,0.750506145078735,421.577412635,0.735507276152673,300.792837515,0.586046352528456,204.801023938,0.630754750141823,267.069227992999,0.6133087403234,276.644690894,0.556763961716817,163.157109637,0.948735724148565,12.728579168,0.99990739469038,3028.724082105,1358.4605,0.298971551688229,-0.99,0.277777777777778,0.295,0.151020408163265,NULL,NULL,0,NULL,NULL,NULL,47.75,0.4775,NULL,NULL,NULL,NULL,173,161,177,154,126,131,142,157,166,142,155,136,122,136,154,176,NULL,NULL,NULL,123,NULL
50,"Dominica","Dominica",69.3291571169849,59.3544074732799,62.375,90.0086458954216,756.673282012,0.82624135946257,126.087397802999,0.95375243940642,257.070874794999,0.843447724692446,96.001382917,0.888315663203427,75.092597399,0.873065204114636,123.410520609,0.851965577779633,82.28320512,0.892244419745781,95.473247347,0.972323737782169,79.445366282,0.999422004400858,1691.537874284,6937.256084,0.562899797894541,0.65,0.642222222222222,0.607,0.575510204081633,NULL,NULL,2,0.25,NULL,NULL,99.75,0.9975,NULL,NULL,"Subscriber member","Affiliate country",63,57,97,59,78,15,99,84,116,73,62,46,174,73,46,104,NULL,150,NULL,11,NULL
51,"Dominican-Republic","Dominican Republic",56.5186952868335,44.1584022557683,46.25,88.3998025362308,1130.753569305,0.695091473725952,68.073091097,1,116.861355491,0.935445760770132,79.267687397,0.913014362764911,27.371710166,0.962213381746233,191.886804531999,0.738207535128344,150.730879977,0.77409931902997,193.966925144,0.937998418036894,12.098733714,0.999911977058334,1971.010756823,5441.965749,0.523604694642192,-0.66,0.351111111111111,0.584,0.54421768707483,3.64,0.347402597402597,4,0.5,NULL,NULL,42.5,0.425,NULL,NULL,"Correspondent member","Affiliate country",111,101,136,74,138,1,58,71,62,107,106,152,119,84,125,115,71,112,NULL,132,NULL
52,"Ecuador","Ecuador",57.1124424039322,38.6650024159304,56.75,84.9001175901793,1290.069986135,0.639236272120912,271.647004411,0.837715945844651,234.793731942999,0.858064802063366,87.404524675,0.901004505225086,39.401953109,0.939739486204488,114.636030048,0.866542432922707,239.585805684,0.620729987366312,78.6694407,0.978179910980258,27.869263431,0.999797240388354,2384.077740136,4657.301737,0.498401787010335,-0.72,0.337777777777778,0.594,0.557823129251701,3.04,0.152597402597403,6,0.75,NULL,NULL,38.5,0.385,NULL,NULL,"Member body","Affiliate country",109,122,113,95,151,72,94,77,77,66,142,35,147,90,129,110,112,76,NULL,138,NULL
53,"Egypt","Egypt",63.719229475094,42.6989050159506,67,90.4315564443196,824.327580630999,0.802522243981558,260.927621275,0.846261171139168,150.55827098,0.913335635421636,59.679354308,0.941926467284635,32.3213578669999,0.952966863124143,154.858222231,0.799722249470181,61.240192736,0.928566016098991,149.360054637999,0.953544036062351,0.6326255061,0.999995397406097,1693.9052801721,2668.035988,0.408228309481562,-0.38,0.413333333333333,0.573,0.529251700680272,3.67,0.357142857142857,8,1,NULL,NULL,34,0.34,NULL,NULL,"Member body","Full member",89,114,79,52,95,68,64,49,70,88,48,116,77,120,102,118,68,1,NULL,143,NULL
54,"El-Salvador","El Salvador",63.4673839129574,43.8999447240136,64.125,90.815596627987,1297.168247402,0.63674767225153,228.797201999,0.871874741252043,276.616355404,0.830623018929609,68.95471015,0.928236172334927,20.620567375,0.974825303100707,34.301681444,1,49.796805251,0.948318040835696,65.03231125,0.982932488396889,21.13160881,0.999846259417426,2062.419489085,3547.070983,0.454323907286661,0,0.497777777777778,0.541,0.485714285714286,3.55,0.318181818181818,4,0.5,NULL,NULL,78.25,0.7825,NULL,NULL,"Correspondent member","Affiliate country",90,106,90,48,152,58,104,60,35,1,38,26,138,104,77,122,79,112,NULL,61,NULL
55,"Equatorial-Guinea","Equatorial Guinea",29.9449981591058,38.2877986055047,14,50.0938533001525,2098.13117981,0.355935770013288,333.941914141,0.788055995118878,1150.37439391,0.257309424041972,598.917156458,0.1460190449475,230.236281641,0.5832387251203,463.664485142,0.286709655698047,520.457886159,0.135926664166434,144.460576121,0.955251517907304,0,1,5540.183873382,17441.09255,0.712126021657204,-1.69,0.122222222222222,0.415,0.314285714285714,NULL,NULL,0,NULL,NULL,NULL,28,0.28,NULL,NULL,NULL,NULL,182,124,183,185,178,106,184,186,173,179,184,109,1,40,181,151,NULL,NULL,NULL,155,NULL
56,"Eritrea","Eritrea",29.4138450480548,12.461467703372,29,70.418732955028,907.652638853,0.773309071740132,352.723360993,0.77308389339706,446.189520881,0.719358118566203,325.808580965,0.549123466544291,272.322283126,0.504617170624266,307.129928842,0.546756838632214,292.624370195,0.529182004778656,181.751861236999,0.942255401669701,0,1,3086.202545092,451.4266933,0.120646752189596,-1.37,0.193333333333333,0.228,0.0598639455782313,NULL,NULL,2,0.25,NULL,NULL,33,0.33,NULL,NULL,"Subscriber member","Affiliate country",183,184,168,165,110,113,146,169,180,157,158,148,1,171,171,180,NULL,150,NULL,146,NULL
57,"Estonia","Estonia",73.4972386421428,76.8472062025366,61.625,83.8355180081708,529.385823755999,0.90592672432194,466.369884089,0.682487715289352,206.497195177,0.876631485860546,253.099226393,0.656441452684104,39.300924982,0.939928218517188,121.961650439,0.854372551773438,221.017701551,0.652779732481512,83.1196433859999,0.976629003007839,0.03617685707,0.999999736799449,1920.78822663007,14641.40314,0.683803729445516,1.11,0.744444444444445,0.859,0.918367346938775,4.81,0.727272727272727,5,0.625,NULL,NULL,60.75,0.6075,NULL,NULL,"Correspondent member","Associate member",48,25,100,101,30,161,83,143,76,71,137,39,32,44,30,14,24,103,NULL,91,NULL
58,"Ethiopia","Ethiopia",44.877789197073,19.2757648110513,61.875,75.7822563834201,764.547707513,0.823480641938075,373.26538004,0.756708307364376,325.28177835,0.79869135438824,299.759022892,0.587572248391999,173.05695219,0.690056374881605,231.234356761,0.672840370494763,289.535615593,0.534513394402951,140.754238236999,0.956543186934169,0.3854488114,0.99999719571163,2597.8205003874,341.8589562,0.0756461356290252,-0.42,0.404444444444444,0.3,0.157823129251701,2.98,0.133116883116883,6,0.75,NULL,NULL,48.75,0.4875,NULL,NULL,"Member body","Affiliate country",147,173,99,146,82,120,115,156,159,124,157,103,62,179,104,174,120,76,NULL,122,NULL
59,"Fiji","Fiji",65.1069634739959,52.5636442656627,64.5,81.4023870065454,754.343578592,0.827058136897019,138.521706685,0.94384011801346,513.41895014,0.675245739541199,262.429239228,0.64267048478039,40.47526163,0.937734420828892,200.949795543999,0.723151400960043,240.335380659,0.619436172622415,139.0513964,0.957136632034788,8.009898011,0.999941724910884,2297.535206889,3651.958291,0.459040847244258,-0.73,0.335555555555556,0.759,0.782312925170068,NULL,NULL,6,0.75,NULL,NULL,54,0.54,NULL,NULL,"Member body","Affiliate country",78,79,89,121,77,22,159,147,78,111,143,100,110,102,130,42,NULL,76,NULL,110,NULL
60,"Finland","Finland",92.7778072066185,91.3460477660885,100,87.4263907721986,498.862052336,0.916628141290346,936.290621757999,0.307878605511272,88.626693469,0.953971845648216,71.52222679,0.924446553835255,26.273395633,0.964265161265863,96.4550359639999,0.896746091502899,48.066797899,0.951304145086398,150.534824934,0.953134625357629,0,1,1916.631648783,46205.16601,0.869824182340098,2.25,0.997777777777778,0.812,0.854421768707483,5.44,0.931818181818182,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",8,5,1,80,27,185,44,66,58,40,35,118,1,14,2,22,6,1,NULL,1,NULL
61,"France","France",88.3761912156633,82.5661448326975,94.875,88.1154464620527,580.651918426,0.887953196481733,672.542629763,0.518131936694534,68.654981442,0.967076221818349,63.7198158069999,0.935962802860703,22.485486988,0.971341415969342,118.089804891,0.86080475787101,102.352839895,0.857602935914874,212.263036519,0.931622172504298,14.467761503,0.999894741469899,1855.228275234,40705.76623,0.849312459974568,1.45,0.82,0.807,0.847619047619047,4.99,0.785714285714286,8,1,NULL,NULL,89.75,0.8975,NULL,NULL,"Member body","Full member",20,19,19,76,35,182,33,53,40,69,76,164,125,19,21,25,17,1,NULL,29,NULL
62,"Gabon","Gabon",63.3543546355883,49.5339305798855,69.125,74.266247129551,1389.853097498,0.604253023609206,257.255719043,0.849188320158266,472.210487351,0.702284543077417,275.949202478,0.62271520891231,128.215586301,0.773825271130282,278.46803423,0.59437217116698,264.719757251,0.577347166175186,130.902521778,0.959976537429943,0,1,3197.57440593,9312.049463,0.610553064788854,-0.78,0.324444444444444,0.589,0.551020408163265,NULL,NULL,4,0.5,NULL,NULL,88.25,0.8825,NULL,NULL,"Correspondent member","Affiliate country",92,90,74,149,163,66,151,151,141,146,152,91,1,60,137,112,NULL,112,NULL,39,NULL
63,"Gambia","Gambia",52.3504075127371,26.6363637101637,67.25,80.0927075056177,622.639991343,0.873232477020106,307.561946101,0.809085448708133,270.716892555,0.834493932963945,206.828443333999,0.724736478602495,111.047865357,0.805896574179883,268.242321908,0.611359906946771,257.910671644,0.589100087023152,129.546050448,0.960449271448704,1.443413385,0.999989498612401,2175.937596075,562.5681661,0.156272936367795,-0.66,0.351111111111111,0.346,0.220408163265306,3.61,0.337662337662338,4,0.5,NULL,NULL,84.5,0.845,NULL,NULL,"Correspondent member","Affiliate country",124,153,77,128,43,92,103,130,132,143,149,87,89,166,125,168,75,112,NULL,44,NULL
64,"Georgia","Georgia",66.6220738591915,51.1942535170064,70.75,81.6407120397078,912.153162062,0.771731220341208,341.287674382,0.782200137983962,231.556221843,0.860189084155339,253.448775038,0.655925523793522,60.801056679,0.899763467382774,206.834450364,0.713375362079859,191.264622845,0.704135464983306,129.679939709999,0.960402610669745,8.080372208,0.999941212183992,2335.106275131,2964.477034,0.425281993906394,0.29,0.562222222222222,0.77,0.797278911564626,3.38,0.262987012987013,5,0.625,NULL,NULL,79,0.79,NULL,NULL,"Correspondent member","Associate member",72,85,68,119,113,109,92,144,103,113,130,88,111,113,60,38,89,103,NULL,59,NULL
65,"Germany","Germany",92.3474463888453,87.1678462356999,97.375,92.7835288473851,431.835325434999,0.940127234594561,565.088866279,0.603791401055945,22.623073892,0.997279913497283,38.018569467,0.973897481482567,9.098109877,0.996350596265707,74.997759657,0.932392560812726,44.608127791,0.957274032728398,161.238468718,0.949404375827476,0,1,1347.508301116,41788.04479,0.85355986055972,1.57,0.846666666666667,0.879,0.945578231292517,5.16,0.840909090909091,8,1,NULL,NULL,94.75,0.9475,NULL,NULL,"Member body","Full member",11,11,15,27,18,173,5,22,3,12,28,130,1,17,15,7,13,1,NULL,22,NULL
66,"Ghana","Ghana",62.2301478925743,37.0480368530664,79.5,81.8220150305548,770.012149587,0.82156484744699,327.438977547,0.793239974230985,211.565638892,0.873305842423033,181.005045306,0.762851451400217,69.167080801,0.884134759541346,252.995407208999,0.636689248337141,234.815129078999,0.628964482828107,121.19517196,0.963359575751132,17.707546067,0.999871170790981,2185.902146448,1323.099141,0.294702344046382,-0.04,0.488888888888889,0.535,0.477551020408163,3.25,0.220779220779221,6,0.75,NULL,NULL,84,0.84,NULL,NULL,"Member body","Affiliate country",97,125,50,116,83,103,86,114,112,137,140,74,132,138,80,123,96,76,NULL,45,NULL
67,"Greece","Greece",82.4474821068015,66.0558880894237,92.75,91.4759097244617,843.753106892,0.795711792760137,431.801844388,0.710044495701724,100.388808641999,0.946254170690004,44.089756557,0.964936494608016,16.543823585,0.982441135509164,84.426772082,0.916728363865228,41.198881809,0.96315861114176,149.176013656,0.953608174854755,7.059960626,0.999948636070763,1718.438968237,26919.36164,0.782377762290616,0.55,0.62,0.797,0.834013605442177,3.82,0.405844155844156,8,1,NULL,NULL,85.5,0.855,NULL,NULL,"Member body","Full member",29,42,24,41,99,148,49,30,20,21,24,115,106,30,51,29,54,1,NULL,41,NULL
68,"Grenada","Grenada",65.2164978399603,61.4282884010881,54.5,82.8528597083037,842.722598463,0.796073081679401,173.205137253,0.916191350875458,500.551750883,0.683688511953089,134.761538356999,0.831106218163343,47.821493354,0.924010804009774,337.128154933,0.496921489988582,122.969888615999,0.822016580312671,50.273683155,0.988075911200194,182.337360457,0.99867342556482,2391.771605471,7365.666535,0.572599218926068,0.17,0.535555555555556,0.724,0.73469387755102,NULL,NULL,1,0.125,NULL,NULL,96.5,0.965,NULL,NULL,NULL,"Affiliate country",76,54,118,106,98,37,157,101,89,163,94,9,184,71,67,50,NULL,162,NULL,19,NULL
69,"Guatemala","Guatemala",52.4306652372927,36.2132023725576,48.5,82.0630083829181,804.081186652,0.809620485581347,177.135190461,0.913058410326947,249.127857387,0.848659510637468,87.95557078,0.900191168913591,78.4150906839999,0.866858399532299,309.890741482,0.542170365417538,293.916091323,0.526952410813878,78.441586811,0.978259318692206,13.650886831,0.999900684547357,2092.614202411,2805.951392,0.416386268474763,-0.7,0.342222222222222,0.462,0.378231292517007,3.53,0.311688311688312,4,0.5,NULL,NULL,47,0.47,NULL,NULL,"Correspondent member","Affiliate country",123,128,133,113,93,40,96,78,118,159,160,34,123,118,128,139,80,112,NULL,124,NULL
70,"Guinea","Guinea",41.2374145227244,16.6079697105219,59.875,70.5199855285926,752.589153126,0.827673225976062,319.273094647,0.799749612726393,498.166261241,0.685253743495406,271.389749832,0.629444896979944,187.522463966,0.663033113410326,400.42498149,0.39176795824525,358.538608998,0.415409778063053,204.083230346,0.934472857630721,0.8919052561,0.999993511046182,2992.8794489021,430.0564739,0.112796914444909,-1.13,0.246666666666667,0.286,0.138775510204082,NULL,NULL,4,0.5,NULL,NULL,69.75,0.6975,NULL,NULL,"Correspondent member","Affiliate country",158,179,106,164,76,99,156,149,163,173,173,160,81,174,160,178,NULL,112,NULL,76,NULL
71,"Guinea-Bissau","Guinea-Bissau",33.0060000015732,20.053447137224,34.375,52.1611240540391,1265.631057322,0.647804386587847,449.450220913,0.695975649428089,866.155512631,0.443798751041036,426.400452852,0.40065127645963,307.339197025,0.439201495405645,587.170384823999,0.0815322044872081,551.804946736,0.0818196161658754,292.332377285,0.903717785288188,0,1,4746.284149588,518.5983608,0.143100012756175,-1.04,0.266666666666667,0.325,0.191836734693878,NULL,NULL,1,0.125,NULL,NULL,56.25,0.5625,NULL,NULL,NULL,"Affiliate country",179,171,159,182,150,154,180,182,183,184,186,181,1,169,156,171,NULL,162,NULL,104,NULL
72,"Guyana","Guyana",56.1501215052751,41.0659083794765,53.25,80.9563753209685,1181.311625987,0.677366178963985,248.459121211999,0.856200748890169,449.607940391,0.717115133332599,150.234927423,0.808267713226861,47.748009092,0.924148081173334,215.934449807,0.698257746674099,231.896108016,0.63400290141866,99.891866557,0.970783836738688,9.423767187,0.99993143846877,2634.507815672,2998.941274,0.427152929695653,-0.12,0.471111111111111,0.576,0.533333333333333,3.22,0.211038961038961,2,0.25,NULL,NULL,81.5,0.815,NULL,NULL,"Subscriber member","Affiliate country",114,118,121,125,143,63,147,107,88,115,139,51,112,110,87,117,98,150,NULL,52,NULL
73,"Haiti","Haiti",33.6064969351364,19.2248045269933,34.125,57.8542332411611,1528.41899544,0.555672806208305,169.543537777,0.919110286794039,822.861213237,0.472206169719732,315.702077933,0.564040523072913,177.513610106,0.681730818619439,367.402401753,0.446627594588856,244.474201463,0.612292301018963,144.606991671,0.955200491682253,137449.77712631,0,141220.30015569,662.2795182,0.182685178893701,-1.63,0.135555555555556,0.374,0.258503401360544,NULL,NULL,1,0.125,NULL,NULL,55.75,0.5575,NULL,NULL,NULL,"Affiliate country",177,174,160,180,167,36,176,164,160,169,146,110,187,160,179,158,NULL,162,NULL,105,NULL
74,"Honduras","Honduras",43.3760888006511,33.5083995311032,25.75,94.5845603747448,628.995988518,0.871004109657378,88.571198285,0.983659419407787,94.945210731,0.949825970375892,40.097985766,0.970828292230805,43.906053179,0.931325302470846,106.27558222,0.880431448595213,52.259874064,0.944066625231151,66.230492666,0.982514918851951,143.724784721,0.998954346906005,1265.00717015,2110.822021,0.370309182645901,-0.64,0.355555555555556,0.502,0.43265306122449,3.13,0.181818181818182,2,0.25,NULL,NULL,26.5,0.265,NULL,NULL,"Subscriber member","Affiliate country",151,136,174,7,44,7,47,26,84,52,40,28,183,125,123,127,103,150,NULL,156,NULL
75,"Hungary","Hungary",82.6253174088762,65.4528055788933,94.625,91.076275705169,633.62531364,0.869381101224666,515.469349921,0.643346843836982,75.650360668,0.962486225692513,62.645028811,0.937549173371333,15.052680101,0.985226765280396,67.565392237,0.944739778294842,92.452130048,0.874692199567374,75.037876377,0.979445521213835,0.3841744274,0.999997204983264,1537.8823062304,13009.34538,0.664673756860121,0.67,0.646666666666667,0.808,0.848979591836735,3.98,0.457792207792208,8,1,NULL,NULL,89.25,0.8925,NULL,NULL,"Member body","Full member",28,43,20,46,45,168,38,50,14,8,68,33,61,48,45,24,44,1,NULL,30,NULL
76,"Iceland","Iceland",79.9230910599269,86.4988981975206,62.5,94.4335297915702,401.587365194999,0.950731954126693,404.588179663,0.731738551526969,43.189921416,0.983785041038483,36.991396337,0.975413574595722,25.4679296629999,0.96576986554806,78.036019113,0.927345171717109,22.872287082,0.994791495448244,101.439305581,0.970244549949189,110.306567511999,0.999197477290846,1224.478971562,41620.06745,0.852907896567078,1.59,0.851111111111111,0.847,0.902040816326531,5.2,0.853896103896104,2,0.25,NULL,NULL,100,1,NULL,NULL,NULL,"Associate member",35,14,96,9,14,140,17,19,54,17,3,52,181,18,13,17,10,150,NULL,1,NULL
77,"India","India",66.6932243912992,41.7059074201469,89.625,79.3630592162609,1194.450911134,0.672759639126883,387.62728218,0.745259356628401,256.423116662,0.843872749158581,317.185861059,0.561850480018785,61.334349448,0.898767214352768,250.708963722,0.640487663216171,117.553607561,0.831365430687572,164.167012554,0.948383770182452,9.755347855,0.999929026091865,2759.206452175,1387.880084,0.302439553866276,0.02,0.502222222222222,0.456,0.370068027210884,4.09,0.493506493506493,8,1,NULL,NULL,79.25,0.7925,NULL,NULL,"Member body","Full member",71,116,31,131,144,135,98,165,105,134,89,137,114,134,76,141,42,1,NULL,58,NULL
78,"Indonesia","Indonesia",64.1380081135169,45.4590539270219,64.75,89.6367782939082,1122.787594795,0.697884287681286,254.847737961,0.851107902711624,255.345343612,0.844579926563009,44.895359315,0.96374743625196,28.720035334,0.959694553230008,60.7473833949999,0.956066376296528,117.745960596999,0.831033416943372,120.113196316999,0.963736647262048,74.291671626,0.9994594995119,2079.494282952,3125.219934,0.433829071119219,-0.2,0.453333333333333,0.594,0.557823129251701,3.72,0.373376623376623,8,1,NULL,NULL,29.5,0.295,NULL,NULL,"Member body","Full member",87,97,88,65,137,65,97,33,67,6,90,72,172,107,92,110,65,1,NULL,151,NULL
79,"Iran","Iran",58.6964556416234,51.2804043299826,51.875,76.0196877798859,2433.942258358,0.238202796433302,272.663659416,0.836905493792112,151.277019177,0.912864031047792,284.629012458,0.609903931290426,162.095890846,0.710532914618905,227.877753787,0.678416616202096,60.244405176,0.930284809641848,231.238105334,0.925009308421734,47.832695418,0.999651998741518,3871.80079997,6299.918738,0.547301018788368,-0.48,0.391111111111111,0.625,0.6,NULL,NULL,8,1,NULL,NULL,3.75,0.0375,NULL,NULL,"Member body","Full member",105,84,124,145,183,74,66,152,150,122,47,171,166,77,109,96,NULL,1,NULL,182,NULL
80,"Iraq","Iraq",52.0478898952841,36.8028643152617,52.125,73.4990444850247,1158.704701811,0.685292005646792,293.274503201,0.820475042392215,205.866037868,0.877045617748112,221.917196177,0.702465691328916,58.784056455,0.903531458815418,636.248430237,0,127.671833616,0.813900720033327,554.925063625,0.812203506168988,0.005289280125,0.999999961518453,3257.39711227013,4487.366289,0.492385249185742,-1.22,0.226666666666667,0.467,0.385034013605442,NULL,NULL,8,1,NULL,NULL,4.25,0.0425,NULL,NULL,"Member body","Full member",125,126,123,153,140,87,82,136,101,187,97,185,31,93,166,138,NULL,1,NULL,181,NULL
81,"Ireland","Ireland",92.5261380518026,83.9851744523018,100,94.3171519126054,354.561558925,0.96721886703946,406.147632748,0.730495394362188,46.337340609,0.981719871812409,46.400979045,0.961525162677025,23.98188808,0.968545964373767,75.801159255,0.931057891924472,35.679753637,0.972684982272798,86.945912335,0.975295537672363,0,1,1075.856224634,48260.66536,0.876869356983022,1.34,0.795555555555556,0.887,0.956462585034014,4.82,0.730519480519481,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",9,17,1,10,7,141,20,37,48,13,15,42,1,10,24,4,23,1,NULL,1,NULL
82,"Israel","Israel",90.0075234804438,79.0515509319102,97.5,94.6065982049309,441.958056762999,0.936578277052273,267.427973449,0.841079252262326,37.982338108,0.987201980483287,69.101387635,0.928019678427163,16.08851162,0.983291711311233,80.8486656749999,0.922672588024881,46.259039664,0.954424452374996,127.030641305999,0.961325898507624,0,1,1086.69661422,30736.36389,0.803841051912566,1.37,0.802222222222222,0.848,0.903401360544217,4.58,0.652597402597403,8,1,NULL,NULL,95,0.95,NULL,NULL,"Member body","Full member",17,23,13,6,19,70,13,61,17,19,30,81,1,28,23,16,27,1,NULL,20,NULL
83,"Italy","Italy",85.2981245002325,67.4381758174702,99.875,92.1416192375149,587.210338563,0.885653861069529,501.248892397,0.654683038447434,31.031930121,0.991762468871785,36.57900379,0.976022260203009,15.0046384079999,0.98531651276058,116.040790454,0.864208737444134,30.681557837,0.981312190536951,147.937855218,0.95403967650268,34.776781104,0.999746985540238,1500.511787892,35877.87193,0.82887726976333,0.45,0.597777777777778,0.784,0.816326530612245,3.97,0.454545454545455,8,1,NULL,NULL,99.75,0.9975,NULL,NULL,"Member body","Full member",24,39,9,33,38,165,9,18,13,67,11,113,154,23,55,32,45,1,NULL,11,NULL
84,"Jamaica","Jamaica",73.7399071804208,52.1010128904591,82,93.8529095874161,457.085715607,0.93127462755176,96.514524193,0.977327197804133,73.4971254129999,0.963899064247674,68.807473872,0.92845349101331,31.820550794,0.953902429088895,180.879968684,0.756492933081019,55.051821982,0.939247543083298,26.36811696,0.996407067287456,33.330236329,0.999757509709904,1023.355533834,4902.034731,0.506691515412222,0.2,0.542222222222222,0.668,0.658503401360544,3.73,0.376623376623377,6,0.75,NULL,NULL,89,0.89,NULL,NULL,"Member body","Affiliate country",47,81,42,12,21,9,36,58,69,105,41,4,152,89,63,78,64,76,NULL,33,NULL
85,"Japan","Japan",91.2398586643654,82.1866033500297,100,92.4171942778044,305.403862148999,0.984453205587212,457.282317802,0.689732096828479,100.536050741,0.946157558248828,58.144301875,0.944192183115814,18.8746489579999,0.978086882132318,61.939633451,0.954085719272646,112.629495561,0.839864765535561,70.261646761,0.981110050475134,18.552447727,0.999865023806405,1203.624405025,42909.23415,0.857845498668268,1.52,0.835555555555556,0.802,0.840816326530612,4.89,0.753246753246753,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",14,20,1,31,2,157,50,47,31,7,84,30,133,16,19,28,20,1,NULL,1,NULL
